	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	track_name	artist	genre
33	0.755	0.749	9	-5.407	1	0.0453	0.00489	0.00561	0.588	0.0688	134.936	200947	4	No Regrets (feat. Don Toliver)	Eminem	RAP
34	0.613	0.544	8	-5.941	1	0.0685	0.0452	0.000724	0.272	0.0359	98.751	303000	4	"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)"	Eminem	RAP
35	0.547	0.237	6	-14.514	1	0.0591	0.177	0.0	0.217	0.0388	72.215	39200	4	Alfred - Outro	Eminem	RAP
0	0.483	0.439	9	-10.212	0	0.238	0.805	0.0	0.637	0.618	81.986	303640	4	Walk On Water (feat. Beyoncé)	Eminem	RAP
1	0.884	0.492	1	-5.343	0	0.112	0.16	0.0	0.359	0.11	130.072	315347	4	Believe	Eminem	RAP
2	0.898	0.753	1	-6.336	1	0.275	0.0416	0.0	0.253	0.414	132.066	301147	4	Chloraseptic (feat. Phresher)	Eminem	RAP
3	0.554	0.887	7	-3.367	1	0.503	0.0803	0.0	0.15	0.648	172.233	370133	4	Untouchable	Eminem	RAP
4	0.748	0.749	8	-5.916	0	0.516	0.142	0.0	0.0713	0.659	90.09	221013	4	River (feat. Ed Sheeran)	Eminem	RAP
5	0.596	0.452	3	-24.656	1	0.595	0.836	0.000479	0.707	0.491	73.704	26333	5	Remind Me (Intro)	Eminem	RAP
6	0.754	0.869	4	-3.843	1	0.303	0.137	0.0	0.752	0.784	93.77	225173	4	Remind Me	Eminem	RAP
7	0.61	0.283	6	-9.696	0	0.0286	0.879	1.16e-06	0.293	0.762	99.917	51827	4	Revival (Interlude)	Eminem	RAP
8	0.78	0.787	8	-4.581	1	0.245	0.232	0.0	0.246	0.258	109.883	245467	4	Like Home (feat. Alicia Keys)	Eminem	RAP
9	0.514	0.72	8	-5.189	1	0.322	0.0738	0.0	0.148	0.478	96.237	287893	3	Bad Husband (feat. X Ambassadors)	Eminem	RAP
10	0.665	0.769	4	-5.04	0	0.249	0.4	0.0	0.709	0.512	80.971	252027	4	Tragic Endings (feat. Skylar Grey)	Eminem	RAP
11	0.744	0.827	7	-2.972	1	0.113	0.0136	0.0	0.272	0.735	145.972	252960	4	Framed	Eminem	RAP
12	0.7	0.74	11	-4.617	1	0.184	0.254	0.0	0.0682	0.663	79.015	264173	4	Nowhere Fast (feat. Kehlani)	Eminem	RAP
13	0.843	0.86	7	-5.386	0	0.273	0.172	0.0	0.31	0.519	99.026	250000	4	Heat	Eminem	RAP
14	0.661	0.865	1	-4.439	1	0.362	0.561	0.0	0.842	0.731	139.731	320920	4	Offended	Eminem	RAP
15	0.695	0.661	10	-7.2	1	0.0645	0.00525	0.0	0.286	0.513	104.979	265467	3	Need Me (feat. Pink)	Eminem	RAP
16	0.647	0.778	1	-5.257	1	0.224	0.00164	0.0	0.389	0.252	82.918	182640	4	In Your Head	Eminem	RAP
17	0.612	0.819	7	-4.592	1	0.321	0.0274	0.000646	0.0938	0.279	84.977	254760	4	Castle	Eminem	RAP
18	0.532	0.906	4	-6.118	0	0.446	0.168	0.0	0.14	0.547	140.684	274627	1	Arose	Eminem	RAP
0	0.357	0.238	8	-16.78	0	0.265	0.142	0.0859	0.55	0.494	156.907	118067	4	BLOOD.	Kendrick Lamar	RAP
1	0.638	0.523	1	-6.664	1	0.357	0.00454	0.0	0.0842	0.422	139.913	185947	4	DNA.	Kendrick Lamar	RAP
2	0.67	0.7	1	-7.893	1	0.196	0.576	5.34e-06	0.226	0.648	69.986	160293	4	YAH.	Kendrick Lamar	RAP
3	0.748	0.705	4	-4.547	0	0.485	0.204	0.0	0.246	0.483	189.891	208733	4	ELEMENT.	Kendrick Lamar	RAP
4	0.746	0.798	0	-8.382	1	0.349	0.137	0.0	0.139	0.553	109.968	214827	4	FEEL.	Kendrick Lamar	RAP
5	0.658	0.535	9	-8.983	0	0.0573	0.0265	0.0	0.2	0.419	110.684	227360	4	LOYALTY. FEAT. RIHANNA.	Kendrick Lamar	RAP
6	0.665	0.535	4	-7.056	0	0.0572	0.0786	1.68e-05	0.154	0.37	138.842	275253	4	PRIDE.	Kendrick Lamar	RAP
7	0.908	0.621	1	-6.638	0	0.102	0.000282	5.39e-05	0.0958	0.421	150.011	177000	4	HUMBLE.	Kendrick Lamar	RAP
8	0.678	0.562	3	-9.197	0	0.508	0.193	0.0	0.104	0.566	94.241	307880	4	LUST.	Kendrick Lamar	RAP
9	0.8	0.585	10	-7.343	1	0.0924	0.264	0.0	0.153	0.779	126.058	213400	4	LOVE. FEAT. ZACARI.	Kendrick Lamar	RAP
10	0.568	0.619	1	-6.899	1	0.414	0.138	1.67e-06	0.11	0.293	170.115	254200	4	XXX. FEAT. U2.	Kendrick Lamar	RAP
11	0.588	0.479	1	-7.039	1	0.281	0.604	7.2e-06	0.527	0.434	150.414	460573	4	FEAR.	Kendrick Lamar	RAP
12	0.706	0.557	0	-5.8	1	0.0813	0.0347	0.0	0.276	0.205	132.98	248827	4	GOD.	Kendrick Lamar	RAP
13	0.552	0.731	7	-6.873	1	0.615	0.0536	0.0	0.258	0.632	174.516	248613	4	DUCKWORTH.	Kendrick Lamar	RAP
0	0.529	0.845	8	-8.142	1	0.404	0.244	0.0	0.143	0.331	85.63	255378	3	United In Grief	Kendrick Lamar	RAP
1	0.79	0.67	1	-5.527	1	0.105	0.377	2.32e-06	0.119	0.408	139.956	195950	4	N95	Kendrick Lamar	RAP
2	0.514	0.472	8	-11.106	0	0.368	0.753	0.00012	0.0746	0.557	77.215	203367	3	Worldwide Steppers	Kendrick Lamar	RAP
3	0.775	0.736	1	-8.072	0	0.247	0.319	0.00116	0.127	0.362	100.988	239027	4	Die Hard	Kendrick Lamar	RAP
4	0.514	0.779	10	-4.365	0	0.344	0.181	0.0	0.099	0.517	152.869	222497	4	Father Time (feat. Sampha)	Kendrick Lamar	RAP
5	0.481	0.406	7	-11.52	1	0.0775	0.864	0.000315	0.0869	0.741	91.589	103319	4	Rich - Interlude	Kendrick Lamar	RAP
6	0.852	0.421	10	-9.153	0	0.208	0.428	2.28e-06	0.106	0.457	95.977	202285	4	Rich Spirit	Kendrick Lamar	RAP
7	0.648	0.68	11	-7.276	1	0.345	0.292	0.0	0.0808	0.504	106.89	341307	3	We Cry Together	Kendrick Lamar	RAP
8	0.567	0.824	3	-6.973	0	0.296	0.167	2.65e-06	0.149	0.737	138.202	329295	4	Purple Hearts	Kendrick Lamar	RAP
9	0.776	0.431	4	-7.544	0	0.091	0.671	0.0	0.153	0.495	133.999	283642	4	Count Me Out	Kendrick Lamar	RAP
10	0.355	0.245	1	-13.475	0	0.0358	0.801	9.11e-05	0.112	0.162	173.329	264299	4	Crown	Kendrick Lamar	RAP
11	0.907	0.577	1	-6.737	0	0.0767	0.438	3.19e-05	0.137	0.801	140.07	220779	4	Silent Hill	Kendrick Lamar	RAP
12	0.618	0.43	5	-9.38	0	0.216	0.807	0.0	0.189	0.826	117.125	152986	4	Savior - Interlude	Kendrick Lamar	RAP
13	0.605	0.692	8	-7.45	1	0.446	0.495	0.0	0.303	0.685	124.84	224466	5	Savior	Kendrick Lamar	RAP
14	0.52	0.375	0	-13.409	1	0.358	0.745	0.0122	0.429	0.589	127.544	281070	5	Auntie Diaries	Kendrick Lamar	RAP
15	0.727	0.53	9	-8.616	1	0.312	0.283	2.76e-05	0.392	0.258	174.025	210841	3	Mr. Morale	Kendrick Lamar	RAP
16	0.492	0.369	8	-14.861	0	0.329	0.87	2.85e-05	0.11	0.491	140.012	406528	4	Mother I Sober (feat. Beth Gibbons of Portishead)	Kendrick Lamar	RAP
17	0.652	0.67	2	-8.766	1	0.0639	0.225	1.4e-05	0.0804	0.274	91.933	256008	4	Mirror	Kendrick Lamar	RAP
18	0.7	0.812	1	-8.128	0	0.297	0.183	0.0	0.0756	0.801	97.405	332229	4	The Heart Part 5	Kendrick Lamar	RAP
0	0.423	0.667	6	-7.012	0	0.326	0.758	0.0	0.246	0.496	86.743	336511	4	Champagne Poetry	Drake	RAP
1	0.701	0.741	2	-6.157	1	0.313	0.112	0.0	0.699	0.588	140.177	178623	4	Papi’s Home	Drake	RAP
2	0.767	0.438	7	-8.726	0	0.29	0.181	0.0	0.142	0.381	86.975	221980	4	Girls Want Girls (with Lil Baby)	Drake	RAP
3	0.686	0.385	7	-8.35	0	0.297	0.614	0.0	0.131	0.147	143.07	296568	4	In The Bible (with Lil Durk & Giveon)	Drake	RAP
4	0.73	0.576	2	-5.442	1	0.287	0.354	3.59e-05	0.15	0.155	92.131	228461	4	Love All (with JAY-Z)	Drake	RAP
5	0.666	0.465	1	-8.545	1	0.26	0.0503	0.0	0.215	0.292	167.937	291175	4	Fair Trade (with Travis Scott)	Drake	RAP
6	0.803	0.597	11	-6.035	0	0.141	0.000619	4.5e-06	0.323	0.331	136.008	257605	4	Way 2 Sexy (with Future & Young Thug)	Drake	RAP
7	0.568	0.56	9	-9.059	1	0.42	0.228	3.05e-06	0.39	0.246	130.019	308756	4	TSU	Drake	RAP
8	0.507	0.429	2	-7.726	1	0.326	0.0518	0.0	0.109	0.0744	91.0	273578	3	N 2 Deep	Drake	RAP
9	0.518	0.69	9	-6.15	1	0.107	0.128	0.0	0.176	0.59	77.837	205721	4	Pipe Down	Drake	RAP
10	0.476	0.161	8	-11.665	0	0.0407	0.967	0.0381	0.109	0.0908	119.614	133763	4	Yebba’s Heartbreak	Drake	RAP
11	0.84	0.744	1	-4.751	1	0.113	0.0181	0.0	0.629	0.171	83.737	204347	4	No Friends In The Industry	Drake	RAP
12	0.849	0.424	5	-9.579	0	0.324	0.0635	0.0	0.0834	0.153	145.887	242966	4	Knife Talk (with 21 Savage ft. Project Pat)	Drake	RAP
13	0.724	0.531	5	-4.108	0	0.298	0.225	0.0	0.11	0.141	89.901	239635	4	7am On Bridle Path	Drake	RAP
14	0.488	0.635	10	-7.19	1	0.26	0.179	8.16e-06	0.156	0.783	174.072	269884	4	Race My Mind	Drake	RAP
15	0.843	0.485	10	-8.735	0	0.195	0.181	0.0675	0.107	0.689	100.053	192418	4	Fountains (with Tems)	Drake	RAP
16	0.32	0.466	8	-6.77	1	0.0374	0.00645	0.0	0.133	0.338	177.693	229304	3	Get Along Better	Drake	RAP
17	0.519	0.851	7	-6.001	1	0.29	0.118	0.0	0.178	0.711	123.823	213104	5	You Only Live Twice (with Lil Wayne & Rick Ross)	Drake	RAP
18	0.59	0.493	7	-8.704	0	0.0367	0.402	0.00504	0.129	0.0498	150.026	252379	4	IMY2 (with Kid Cudi)	Drake	RAP
19	0.783	0.416	4	-9.84	0	0.135	0.213	0.0	0.103	0.165	87.073	245131	4	F*****g Fans	Drake	RAP
20	0.473	0.53	0	-8.506	1	0.249	0.812	6.92e-06	0.227	0.637	74.732	351220	3	The Remorse	Drake	RAP
0	0.561	0.52	11	-9.342	0	0.244	0.0503	1.86e-06	0.355	0.424	153.15	239360	3	Rich Flex	Drake	RAP
1	0.908	0.546	8	-10.491	0	0.323	0.0127	0.0	0.0707	0.225	131.016	170502	4	Major Distribution	Drake	RAP
2	0.841	0.358	9	-8.368	1	0.591	0.0201	0.0	0.39	0.329	158.014	261544	4	On BS	Drake	RAP
3	0.849	0.433	5	-8.434	0	0.316	0.0407	0.0	0.388	0.395	142.11	152962	4	BackOutsideBoyz	Drake	RAP
4	0.934	0.614	5	-7.384	1	0.198	0.00274	0.0	0.123	0.616	144.045	160821	4	Privileged Rappers	Drake	RAP
5	0.773	0.701	7	-6.386	1	0.0512	0.01	0.0	0.163	0.203	129.963	214589	4	Spin Bout U	Drake	RAP
6	0.501	0.403	6	-11.106	0	0.119	0.234	0.0	0.267	0.111	118.352	399154	4	Hours In Silence	Drake	RAP
7	0.746	0.517	10	-7.582	0	0.327	0.0782	0.0	0.137	0.609	88.987	180098	4	Treacherous Twins	Drake	RAP
8	0.734	0.605	1	-8.476	1	0.0699	0.0102	0.0	0.317	0.252	103.976	236795	4	Circo Loco	Drake	RAP
9	0.749	0.63	4	-6.652	0	0.116	0.0623	0.0	0.353	0.445	122.03	242027	4	Pussy & Millions (feat. Travis Scott)	Drake	RAP
10	0.642	0.533	2	-7.45	1	0.266	0.0104	0.000108	0.251	0.112	120.041	225439	4	Broke Boys	Drake	RAP
11	0.466	0.703	4	-5.774	0	0.393	0.18	0.0	0.422	0.25	76.815	356389	3	Middle of the Ocean	Drake	RAP
12	0.799	0.575	6	-6.257	0	0.282	0.221	0.0	0.196	0.319	99.026	137151	4	Jumbotron Shit Poppin	Drake	RAP
13	0.704	0.504	1	-6.749	1	0.223	0.0405	0.000422	0.139	0.0713	82.537	221406	4	More M’s	Drake	RAP
14	0.475	0.692	1	-8.327	1	0.398	0.0533	6.49e-06	0.18	0.241	181.167	178329	4	3AM on Glenwood	Drake	RAP
15	0.385	0.34	7	-11.754	1	0.051	0.499	1.2e-05	0.196	0.0398	83.947	263988	4	I Guess It’s Fuck Me	Drake	RAP
0	0.95	0.889	2	-2.63	1	0.207	0.0646	1.87e-05	0.307	0.896	133.01	170977	4	Super Freaky Girl	Nicki Minaj	RAP
1	0.874	0.772	2	-4.431	1	0.232	0.1	0.0	0.369	0.9	132.938	234900	4	Super Freaky Girl (with JT & BIA feat. Katie Got Bandz, Akbar V & Maliibu Mitch) - Queen Mix	Nicki Minaj	RAP
2	0.891	0.806	1	-6.667	1	0.159	0.227	0.0	0.317	0.771	99.992	138568	4	Likkle Miss (with Skeng) - Remix	Nicki Minaj	RAP
3	0.899	0.811	1	-5.617	1	0.229	0.0997	0.0	0.121	0.752	100.041	370514	4	Likkle Miss - THE FINE NINE REMIX	Nicki Minaj	RAP
4	0.817	0.95	5	-2.867	1	0.297	0.503	0.0	0.341	0.475	112.391	276173	4	Roman's Revenge (feat. Eminem)	Nicki Minaj	RAP
5	0.563	0.409	9	-6.996	0	0.361	0.0438	0.0	0.198	0.444	155.813	212347	4	Did It On’em	Nicki Minaj	RAP
6	0.815	0.778	1	-5.891	1	0.305	0.0197	0.00114	0.0947	0.6	149.835	268480	4	Beez In The Trap (feat. 2 Chainz)	Nicki Minaj	RAP
7	0.689	0.738	9	-5.18	1	0.377	0.293	4.9e-05	0.107	0.472	129.057	191600	5	Chun-Li	Nicki Minaj	RAP
8	0.83	0.517	1	-8.66	0	0.44	0.477	0.000193	0.117	0.519	120.017	207065	4	Do We Have A Problem? (with Lil Baby)	Nicki Minaj	RAP
9	0.711	0.908	2	-3.473	1	0.271	0.41	0.0	0.286	0.728	145.024	255189	4	We Go Up (feat. Fivio Foreign)	Nicki Minaj	RAP
10	0.725	0.677	1	-4.056	0	0.278	0.15	0.00156	0.215	0.216	87.882	218747	4	High School (feat. Lil Wayne)	Nicki Minaj	RAP
11	0.5	0.882	11	-3.846	1	0.379	0.401	0.0	0.284	0.401	130.483	279307	5	Moment 4 Life (feat. Drake)	Nicki Minaj	RAP
12	0.903	0.669	2	-6.851	1	0.0519	0.0685	2.75e-05	0.114	0.536	105.081	220467	4	Truffle Butter (feat. Drake & Lil Wayne)	Nicki Minaj	RAP
13	0.774	0.717	7	-4.309	1	0.392	0.132	0.0	0.0874	0.812	92.457	246753	4	Itty Bitty Piggy	Nicki Minaj	RAP
14	0.857	0.787	8	-4.101	0	0.326	0.336	0.0	0.207	0.69	87.975	279867	4	Barbie Dreams	Nicki Minaj	RAP
15	0.964	0.605	9	-6.142	1	0.174	0.0727	1.52e-05	0.196	0.636	130.018	260240	4	Anaconda	Nicki Minaj	RAP
16	0.726	0.854	11	-4.294	1	0.185	0.266	6.51e-06	0.572	0.651	127.035	200013	4	Super Bass	Nicki Minaj	RAP
17	0.746	0.707	11	-2.428	0	0.0883	0.143	0.0	0.25	0.73	125.0	210627	4	Starships	Nicki Minaj	RAP
18	0.731	0.854	1	-3.716	0	0.0702	0.044	8.41e-06	0.031	0.577	125.051	205640	4	Pound The Alarm	Nicki Minaj	RAP
19	0.388	0.52	11	-10.109	1	0.339	0.00198	0.00888	0.349	0.193	189.589	245253	4	Your Love	Nicki Minaj	RAP
20	0.378	0.676	1	-4.842	1	0.171	0.0816	0.00463	0.161	0.166	162.072	235773	3	Right Thru Me	Nicki Minaj	RAP
21	0.769	0.718	7	-6.283	1	0.191	0.0369	0.000101	0.131	0.43	89.996	189533	4	Bed (feat. Ariana Grande)	Nicki Minaj	RAP
22	0.668	0.574	4	-7.145	0	0.0383	0.586	9.12e-05	0.101	0.0695	103.115	242947	4	Favorite (feat. Jeremih)	Nicki Minaj	RAP
23	0.51	0.73	1	-6.055	1	0.091	0.533	0.0225	0.157	0.589	84.687	185413	4	Save Me	Nicki Minaj	RAP
24	0.654	0.84	10	-4.879	1	0.0391	0.0142	0.000373	0.111	0.188	119.814	212920	4	Fly (feat. Rihanna)	Nicki Minaj	RAP
25	0.458	0.865	5	-2.994	0	0.172	0.0965	1.93e-06	0.376	0.232	73.229	339506	4	Seeing Green (with Drake & Lil Wayne)	Nicki Minaj	RAP
26	0.77	0.74	2	-3.396	1	0.22	0.0727	0.0275	0.123	0.29	174.002	193893	4	Hard White	Nicki Minaj	RAP
27	0.894	0.696	11	-8.081	1	0.0531	0.0544	5.11e-06	0.128	0.732	139.984	136761	4	Bussin (with Lil Baby)	Nicki Minaj	RAP
28	0.852	0.456	10	-7.081	0	0.0533	0.107	3.81e-06	0.1	0.201	114.022	160760	4	Lookin Ass (feat. Nicki Minaj)	Nicki Minaj	RAP
29	0.537	0.887	10	-5.022	1	0.145	0.109	0.0864	0.384	0.299	131.955	237307	5	Catch Me	Nicki Minaj	RAP
30	0.498	0.88	2	-2.218	1	0.223	0.153	0.0	0.169	0.438	176.115	225040	4	Girls Fall Like Dominoes	Nicki Minaj	RAP
0	0.713	0.793	2	-5.277	1	0.397	0.271	0.0	0.727	0.203	71.724	196946	4	9 5 . s o u t h	J. Cole	RAP
1	0.725	0.713	4	-6.173	0	0.187	0.127	0.0	0.617	0.207	65.988	148421	4	a m a r i	J. Cole	RAP
2	0.597	0.587	7	-7.026	0	0.137	0.0622	0.0	0.214	0.0753	140.021	218802	4	m y . l i f e (with 21 Savage & Morray)	J. Cole	RAP
3	0.699	0.759	1	-5.302	1	0.311	0.0814	0.0	0.312	0.404	83.092	177337	4	a p p l y i n g . p r e s s u r e	J. Cole	RAP
4	0.769	0.74	11	-6.579	0	0.378	0.197	0.0	0.171	0.692	94.104	112579	4	p u n c h i n ‘ . t h e . c l o c k	J. Cole	RAP
5	0.711	0.647	2	-5.667	0	0.0822	0.334	0.0	0.312	0.227	125.092	163302	4	1 0 0 . m i l ‘ (with Bas)	J. Cole	RAP
6	0.861	0.656	4	-7.867	0	0.425	0.104	0.0	0.0986	0.331	88.967	218210	4	p r i d e . i s . t h e . d e v i l (with Lil Baby)	J. Cole	RAP
7	0.583	0.625	1	-8.011	1	0.277	0.506	0.0	0.196	0.516	89.812	266291	4	l e t . g o . m y . h a n d (with Bas & 6LACK)	J. Cole	RAP
8	0.77	0.574	1	-5.525	1	0.106	0.0617	0.0	0.104	0.104	98.962	133022	3	i n t e r l u d e	J. Cole	RAP
9	0.618	0.632	11	-6.973	1	0.346	0.0526	0.0	0.353	0.319	81.446	306257	4	t h e . c l i m b . b a c k	J. Cole	RAP
10	0.582	0.912	9	-5.637	1	0.432	0.32	0.0	0.0931	0.515	87.931	168763	4	c l o s e	J. Cole	RAP
11	0.563	0.703	2	-5.756	1	0.0702	0.126	0.0	0.213	0.294	94.983	238972	4	h u n g e r . o n . h i l l s i d e (with Bas)	J. Cole	RAP
0	0.513	0.28	8	-16.708	0	0.0441	0.811	7.48e-05	0.087	0.545	111.456	107161	3	Intro	J. Cole	RAP
1	0.823	0.783	0	-6.274	1	0.154	0.21	0.0	0.113	0.199	141.882	191437	4	KOD	J. Cole	RAP
2	0.691	0.487	1	-6.416	1	0.268	0.0299	0.0	0.0868	0.358	104.98	218954	3	Photograph	J. Cole	RAP
3	0.734	0.543	1	-7.979	1	0.4	0.186	0.0	0.372	0.336	78.168	237295	4	The Cut Off (feat. kiLL edward)	J. Cole	RAP
4	0.772	0.498	8	-7.661	1	0.649	0.115	0.0	0.0898	0.351	81.817	216727	4	ATM	J. Cole	RAP
5	0.869	0.385	4	-7.801	1	0.297	0.135	0.0	0.0931	0.596	149.897	133922	4	Motiv8	J. Cole	RAP
6	0.829	0.527	6	-6.644	0	0.367	0.482	0.0	0.631	0.475	116.079	200310	4	Kevin’s Heart	J. Cole	RAP
7	0.678	0.567	10	-9.148	0	0.261	0.188	1.67e-06	0.164	0.658	84.039	315771	4	BRACKETS	J. Cole	RAP
8	0.623	0.473	8	-8.336	1	0.461	0.626	0.0	0.119	0.138	84.066	197822	4	Once an Addict - Interlude	J. Cole	RAP
9	0.715	0.652	6	-7.909	0	0.396	0.101	0.0	0.11	0.498	109.28	257646	5	FRIENDS (feat. kiLL edward)	J. Cole	RAP
10	0.719	0.626	8	-9.351	1	0.397	0.0607	0.0	0.0728	0.179	75.032	286730	4	Window Pain - Outro	J. Cole	RAP
11	0.679	0.648	2	-5.892	1	0.445	0.145	0.0	0.182	0.635	94.378	190177	4	1985 - Intro to “The Fall Off”	J. Cole	RAP
0	0.487	0.789	8	-3.69	1	0.044	0.00947	4.05e-06	0.189	0.0564	150.007	270715	4	STARGAZING	Travis Scott	RAP
1	0.428	0.403	5	-5.914	0	0.209	0.229	0.0	0.22	0.133	95.387	180183	5	CAROUSEL	Travis Scott	RAP
2	0.834	0.73	8	-3.714	1	0.222	0.00513	0.0	0.124	0.446	155.008	312820	4	SICKO MODE	Travis Scott	RAP
3	0.607	0.609	0	-5.978	0	0.291	0.389	1.6e-05	0.111	0.556	74.946	185610	4	R.I.P. SCREW	Travis Scott	RAP
4	0.588	0.567	4	-3.738	0	0.0628	0.221	0.0	0.135	0.113	150.009	338438	4	STOP TRYING TO BE GOD	Travis Scott	RAP
5	0.731	0.811	1	-3.225	1	0.0712	0.0204	0.0	0.411	0.426	147.045	218284	4	NO BYSTANDERS	Travis Scott	RAP
6	0.46	0.686	0	-5.948	0	0.0367	0.00146	0.0	0.375	0.252	148.054	145588	4	SKELETONS	Travis Scott	RAP
7	0.741	0.645	11	-5.116	0	0.0963	0.192	0.0	0.163	0.488	149.07	231964	4	WAKE UP	Travis Scott	RAP
8	0.712	0.481	4	-5.415	0	0.0487	0.173	0.0	0.241	0.062	140.0	196138	4	5% TINT	Travis Scott	RAP
9	0.804	0.763	2	-5.48	1	0.0519	0.0678	0.0	0.368	0.0585	136.052	156886	4	NC-17	Travis Scott	RAP
10	0.7	0.46	4	-8.111	0	0.0661	0.142	4.81e-05	0.111	0.286	151.901	142969	4	ASTROTHUNDER	Travis Scott	RAP
11	0.785	0.554	0	-6.571	1	0.0409	0.283	3.4e-06	0.116	0.144	128.047	150043	4	YOSEMITE	Travis Scott	RAP
12	0.702	0.708	10	-5.366	0	0.0547	0.201	0.0	0.118	0.713	147.98	198408	4	CAN'T SAY	Travis Scott	RAP
13	0.834	0.731	10	-5.603	0	0.0566	0.0462	0.0	0.0731	0.681	140.001	176720	4	WHO? WHAT!	Travis Scott	RAP
14	0.763	0.628	11	-5.85	1	0.05	0.0531	0.0	0.114	0.193	140.958	190557	4	BUTTERFLY EFFECT	Travis Scott	RAP
15	0.689	0.723	0	-4.052	0	0.0836	0.0985	0.0	0.158	0.288	160.042	217828	4	HOUSTONFORNICATION	Travis Scott	RAP
16	0.81	0.582	5	-5.098	0	0.125	0.0862	0.00681	0.207	0.503	95.004	209116	4	COFFEE BEAN	Travis Scott	RAP
0	0.585	0.737	4	-4.121	0	0.191	0.0661	0.0	0.0904	0.0497	171.853	201263	4	the ends	Travis Scott	RAP
1	0.396	0.554	0	-5.048	1	0.0488	0.222	0.0	0.612	0.17	117.384	272501	4	way back	Travis Scott	RAP
2	0.688	0.658	1	-4.155	1	0.0695	0.105	1.89e-06	0.335	0.28	75.615	226397	4	coordinate	Travis Scott	RAP
3	0.744	0.589	5	-1.218	0	0.0359	0.36	0.0	0.119	0.242	127.051	286236	4	through the late night	Travis Scott	RAP
4	0.743	0.571	7	-6.054	0	0.145	0.24	0.0	0.291	0.495	119.054	213863	4	beibs in the trap	Travis Scott	RAP
5	0.507	0.586	0	-8.15	0	0.0586	0.599	0.0544	0.118	0.588	108.164	191623	4	sdp interlude	Travis Scott	RAP
6	0.733	0.578	0	-5.245	0	0.0417	0.0859	1.19e-06	0.403	0.447	142.028	222318	4	sweet sweet	Travis Scott	RAP
7	0.758	0.616	2	-3.471	1	0.311	0.503	0.0	0.103	0.494	165.906	176488	4	outside	Travis Scott	RAP
8	0.841	0.728	7	-3.37	1	0.0484	0.0847	0.0	0.149	0.43	130.049	243837	4	goosebumps	Travis Scott	RAP
9	0.423	0.536	7	-3.8	1	0.16	0.015	0.0	0.095	0.0895	71.313	313909	5	first take	Travis Scott	RAP
10	0.711	0.739	7	-3.804	0	0.129	0.114	0.0	0.226	0.43	136.919	252256	4	pick up the phone	Travis Scott	RAP
11	0.832	0.557	7	-3.947	0	0.053	0.307	0.0	0.176	0.279	125.999	200453	4	lose	Travis Scott	RAP
12	0.702	0.753	11	-2.943	1	0.24	0.0609	1.38e-06	0.41	0.453	139.98	207107	4	guidance	Travis Scott	RAP
13	0.769	0.569	1	-5.591	0	0.0786	0.0737	0.0	0.0571	0.612	146.062	216946	4	wonderful	Travis Scott	RAP
0	0.543	0.222	0	-17.523	1	0.0952	0.996	0.923	0.0957	0.279	84.882	144773	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Tema (Vivace) - Variation I (Alla marcia maestoso)	Ludwig van Beethoven	CLASSICAL
1	0.457	0.11	0	-36.771	1	0.0476	0.993	0.955	0.107	0.969	111.927	41187	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation II (Poco allegro)	Ludwig van Beethoven	CLASSICAL
2	0.416	0.0199	0	-33.366	1	0.0779	0.995	0.913	0.115	0.239	74.757	85600	1	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation III (L'istesso tempo)	Ludwig van Beethoven	CLASSICAL
3	0.417	0.221	0	-21.091	1	0.0396	0.984	0.903	0.141	0.495	105.653	55200	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation IV (Un poco più vivace)	Ludwig van Beethoven	CLASSICAL
4	0.545	0.171	0	-20.144	1	0.0682	0.995	0.931	0.122	0.262	110.869	53613	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation V (Allegro vivace)	Ludwig van Beethoven	CLASSICAL
5	0.312	0.263	0	-21.452	1	0.0388	0.987	0.886	0.107	0.336	109.205	114147	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation VI (Allegro ma non troppo e serioso)	Ludwig van Beethoven	CLASSICAL
6	0.146	0.266	0	-17.672	1	0.0365	0.981	0.892	0.165	0.576	183.017	65840	3	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation VII (Un poco più allegro)	Ludwig van Beethoven	CLASSICAL
7	0.297	0.0218	0	-35.424	1	0.0388	0.995	0.947	0.0815	0.443	69.989	96933	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation VIII (Poco vivace)	Ludwig van Beethoven	CLASSICAL
8	0.607	0.208	1	-19.432	1	0.0705	0.993	0.926	0.148	0.691	71.97	109920	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation IX (Allegro pesante e risoluto)	Ludwig van Beethoven	CLASSICAL
9	0.329	0.496	0	-20.343	1	0.0532	0.987	0.944	0.144	0.229	182.02	37493	4	33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation X (Presto)	Ludwig van Beethoven	CLASSICAL
